iso2,centroid.lon,centroid.lat,capital.lon,capital.lat
UZ,59.2233,43.8529,,
TR,33.3026,37.2262,,
NA,17.4903,-27.0276,,
IQ,43.7651,32.502,,
MK,22.2847,41.7659,,
BG,25.5852,41.5377,,
RU,33.1446,63.5295,,
HR,15.4054,45.3396,,
CZ,12.7286,50.1601,,
NP,82.4637,29.474,,
IN,75.667,14.3681,,
AT,13.8695,46.7201,,
MK,21.3888,41.9774,,
TR,43.074,40.3671,,
LV,27.6287,56.7645,,
BI,30.1146,-3.14444,,
CD,21.7144,-4.87578,,
CD,24.0842,-4.40511,,
UG,29.9844,0.138279,,
UZ,66.0231,38.7774,,
,77.2889,35.3792,,
TZ,39.777,-5.05108,,
TZ,39.2294,-5.84474,,
SD,35.5979,15.6265,,
TN,8.78774,35.2529,,
TR,33.6356,41.5114,,
MW,33.4535,-12.9319,,
UG,34.0087,1.93889,,
CD,26.2512,-8.48374,,
TZ,31.3404,-6.4277,,
NG,7.58609,12.5056,,
LT,23.9879,55.0673,,
MK,22.0373,41.3234,,
NA,19.4968,-18.5224,,
MM,97.3526,19.2658,,
PW,134.711,8.0705,,
BI,29.6613,-3.02498,,
ML,-10.1984,13.7959,,
MM,97.651,17.3996,,
TR,35.9256,38.7168,,
UG,32.8933,0.984795,,
NG,4.06548,11.7712,,
TN,8.84791,33.3621,,
HU,19.6684,46.9282,,
MY,100.647,5.80958,,
SN,-12.1903,12.842,,
TW,121.704,25.1131,,
LV,24.729,56.6541,,
LV,24.2628,56.8054,,
MY,102.005,5.40349,,
AZ,46.1688,40.0966,,
RU,87.1676,54.6462,,
CF,19.3143,5.75536,,
BF,-5.02728,11.4128,,
GB,-0.179557,51.4919,,
GB,0.718915,51.1979,,
GR,22.8519,40.8836,,
US,-85.5729,37.3994,,
KH,104.346,10.5308,,
ID,104.601,-0.142639,,
IN,76.5237,10.3666,,
MT,14.2145,36.0361,,
NZ,-177.91,-29.2436,,
IR,56.9567,30.1234,,
IR,46.6893,34.2796,,
GN,-8.90504,9.33012,,
IE,-9.5547,52.1195,,
BW,22.2402,-24.8361,,
BW,26.4263,-24.2001,,
RU,135.443,57.0232,,
RU,89.8405,53.3643,,
LA,105.343,17.6151,,
VN,109.359,12.6049,,
RU,71.3806,61.4315,,
UA,36.4612,49.4655,,
SD,32.9823,15.7338,,
TJ,69.1055,37.8063,,
DZ,7.02787,34.8896,,
UA,33.5787,46.6964,,
UA,27.0187,49.5537,,
NA,17.1204,-22.7056,,
TH,102.683,16.5762,,
UZ,61.2481,41.2489,,
AF,69.8211,33.363,,
BD,89.3708,22.9179,,
IR,48.7558,31.3484,,
UG,31.0242,0.903428,,
UG,31.9587,0.841246,,
UG,33.7704,1.03603,,
MK,20.9511,41.517,,
ML,1.09427,19.4258,,
SI,15.7544,46.3982,,
GQ,10.8707,2.04853,,
VN,105.284,9.85962,,
UA,31.0214,50.0894,,
UA,30.5277,50.383,,
RW,30.1253,-1.92643,,
TZ,30.4057,-4.41836,,
IE,-6.79999,53.1364,,
TZ,37.6511,-4.01115,,
LK,80.3341,9.38429,,
TR,37.0035,36.8329,,
IE,-7.2941,52.5758,,
GN,-12.7298,10.0552,,
UM,-162.393,6.4377,,
JM,-76.7653,17.9799,,
GB,-0.372646,53.7577,,
GB,-0.2699,51.3925,,
TR,33.778,39.9011,,
TW,118.368,24.454,,
CD,15.8492,-4.49522,,
KI,169.546,-0.857764,,
TR,27.4916,41.6201,,
GB,-1.73944,53.6218,,
MT,14.4836,35.8409,,
RU,50.1112,58.1926,,
UA,31.8288,48.4261,,
TR,34.1308,39.3548,,
BI,30.1647,-2.56414,,
UG,32.0563,2.02863,,
MK,21.4817,41.9346,,
UG,29.6865,-1.21098,,
GN,-9.89138,9.25638,,
UG,33.3078,3.36108,,
LT,21.3879,55.6254,,
,20.5913,42.5999,,
GB,-2.83419,53.4145,,
SI,13.5507,46.2459,,
SI,16.3831,46.6809,,
UG,30.9725,3.51005,,
TR,29.9396,40.9008,,
MK,22.3869,41.9798,,
LV,25.2116,57.5415,,
SI,14.9161,45.6418,,
JP,133.442,33.6129,,
NG,6.6142,7.78485,,
IR,50.7947,30.6977,,
,20.8903,59.923,,
LV,25.4447,56.7031,,
LK,80.0349,6.85989,,
ME,19.4394,42.7889,,
SN,-14.422,12.9574,,
UG,32.6929,2.28756,,
RS,19.9249,44.3209,,
HU,18.2244,47.6697,,
SI,13.7382,45.8225,,
SI,14.5417,46.2055,,
RU,55.8183,64.1194,,
GL,-44.296,61.5451,,
GL,-44.037,64.0596,,
BF,-4.41757,10.2156,,
BF,0.775979,12.6971,,
BF,0.898878,11.4519,,
VN,107.969,14.7451,,
MK,22.384,41.5123,,
TR,32.469,38.04,,
SI,13.8237,45.5076,,
HR,16.831,46.1914,,
AL,20.6648,40.6138,,
IR,46.8636,35.5778,,
PW,134.446,7.26579,,
SK,21.2753,48.6623,,
,21.0358,42.6041,,
,21.5916,42.5954,,
,20.9247,42.9377,,
FM,162.927,5.35641,,
BF,-3.88894,12.9587,,
SI,14.8204,45.4814,,
RU,43.4689,58.3882,,
AM,44.7191,40.3747,,
UG,33.9681,2.9427,,
ME,18.65,42.5415,,
GN,-11.7074,11.6162,,
BJ,1.81235,6.98499,,
CG,11.9549,-4.3684,,
ML,-7.54325,13.7514,,
BF,0.204257,11.4079,,
GN,-13.1823,12.3537,,
BF,-0.291527,12.1587,,
GN,-10.0204,10.7221,,
BF,-1.8367,12.3933,,
HK,114.19,22.3268,,
SI,15.5721,46.0666,,
TH,98.984,8.1333,,
KH,106.184,12.66,,
CZ,15.8838,50.3723,,
SI,14.2919,46.2382,,
SI,13.8502,46.4482,,
HR,15.9228,46.0883,,
LV,27.3415,55.9319,,
RU,39.4688,45.8397,,
RU,95.2029,65.5602,,
MK,22.138,42.0592,,
LV,24.7863,57.2798,,
GR,25.0652,35.1921,,
MK,22.2641,42.2421,,
MK,21.3682,41.3012,,
SI,16.1282,46.5723,,
KH,102.611,12.8901,,
KH,103.775,10.4854,,
SE,14.5773,56.8265,,
SI,15.5816,46.0073,,
SI,15.4671,45.9397,,
MK,21.2328,41.3734,,
LV,26.1972,56.5559,,
MY,101.698,3.13836,,
AL,20.1933,42.0902,,
LV,21.9858,56.9626,,
JP,130.834,32.588,,
MK,21.7923,42.0293,,
UG,33.9137,1.44461,,
,20.8067,60.2647,,
PA,-78.3273,9.28269,,
AF,71.1061,34.9013,,
AF,68.682,36.9043,,
NA,13.9847,-19.8757,,
SI,15.5921,46.6527,,
AZ,48.1586,40.2443,,
RU,65.3505,55.4316,,
RU,36.2921,51.7358,,
LK,80.2369,7.71298,,
TZ,39.7495,-5.34982,,
TR,29.5498,39.3471,,
PL,18.5227,53.0334,,
SI,16.0916,46.8461,,
GE,44.5029,41.4755,,
HK,114.14,22.351,,
NG,4.46906,8.80445,,
ZA,30.8231,-28.7468,,
UG,34.599,1.45896,,
BW,24.4879,-23.8665,,
HK,114.225,22.3159,,
UG,31.6487,1.14122,,
UG,31.023,0.463663,,
UG,30.6742,0.599223,,
FI,26.5799,60.4164,,
JP,135.451,35.2117,,
BG,22.9371,42.2381,,
IT,13.6034,42.0575,,
HT,-72.5089,19.3089,,
UA,24.0372,49.8152,,
DO,-68.6413,18.608,,
CL,-72.3806,-38.738,,
ES,-8.39736,43.1026,,
SC,55.8393,-4.35949,,
DO,-71.65,19.037,,
CO,-72.6702,11.4245,,
PE,-78.2813,-8.21334,,
SV,-89.3593,13.7727,,
AD,1.47083,42.55,,
AR,-65.8386,-37.3861,,
BO,-68.2128,-14.8335,,
HN,-87.9144,14.138,,
SV,-88.9628,13.4872,,
FR,55.5405,-21.1155,,
AR,-67.5283,-29.3762,,
ES,-2.40337,42.3179,,
DO,-68.9869,18.5221,,
IT,9.69322,44.2108,,
PH,120.436,16.5569,,
SV,-87.9301,13.302,,
DO,-70.6836,19.0453,,
MV,73.5114,1.83216,,
EE,23.2541,59.0075,,
EE,26.3773,59.229,,
MA,-13.278,25.9492,,
GN,-12.3404,11.515,,
LC,-60.9867,13.7676,,
MY,115.222,5.32524,,
TD,14.6744,13.431,,
CI,-5.15412,6.85184,,
AF,70.2085,34.7273,,
DZ,2.75622,33.4521,,
NG,3.52478,6.43313,,
PH,121.307,14.146,,
CI,-4.42852,5.4607,,
YE,44.6561,13.1832,,
VN,103.255,22.3502,,
,30.1369,6.88023,,
IN,72.7811,11.2249,,
VN,108.0,11.5362,,
PE,-79.8994,-6.2514,,
GB,-0.10867,51.4604,,
TH,99.5707,18.6296,,
TH,98.9979,18.1333,,
ID,105.059,-4.919,,
UG,32.7269,3.56903,,
PH,124.122,8.0566,,
PH,124.335,7.90221,,
GB,-2.54458,53.8599,,
FR,-0.792307,43.9644,,
VN,106.724,21.7826,,
AZ,48.7309,38.7168,,
AZ,46.3095,39.7717,,
AZ,48.8421,38.7585,,
VN,104.096,22.3559,,
IE,-7.32962,53.0116,,
FI,26.5614,67.5811,,
PH,123.959,10.2992,,
VE,-69.8053,10.1552,,
CY,33.8678,34.9728,,
GB,-5.89587,54.861,,
ES,-15.6013,27.9463,,
PH,120.995,14.4591,,
CU,-77.0723,21.0299,,
SI,15.248,46.1404,,
IT,13.0878,41.3815,,
SY,36.0061,35.5494,,
TL,127.001,-8.50164,,
UY,-54.8724,-33.8788,,
TN,8.69565,36.0965,,
IT,18.2094,40.167,,
IT,9.36921,45.7606,,
GB,-1.47788,53.8106,,
PF,-151.495,-16.6692,,
GB,-1.1183,52.6114,,
GB,-1.11707,52.491,,
PT,-8.75857,39.7583,,
IE,-7.99465,54.0513,,
CG,13.4727,-3.2378,,
GN,-12.6338,11.4687,,
,20.1496,60.0449,,
HN,-88.6478,14.4408,,
SI,15.8548,46.5575,,
SI,16.4217,46.5693,,
TJ,69.1609,39.6335,,
RU,32.7736,59.9905,,
ES,-5.75872,42.6006,,
NI,-86.7187,12.4168,,
MD,28.4105,46.5654,,
,20.7944,43.1033,,
BF,-5.2352,10.5879,,
LS,28.2108,-28.8926,,
ES,1.11518,42.0143,,
AZ,48.4779,38.7139,,
SC,55.4808,-4.65751,,
PL,20.3133,49.8761,,
GB,-0.0112858,51.4418,,
PH,124.883,10.9926,,
AL,19.8649,41.824,,
MV,73.5816,5.2748,,
BT,91.0822,27.6977,,
CN,123.07,41.386,,
CZ,14.9186,50.7339,,
CL,-71.0756,-34.5255,,
HR,15.2031,44.7521,,
BE,5.67651,50.5794,,
LV,24.9523,56.7332,,
TW,119.938,26.1519,,
LV,21.0399,56.5616,,
LV,25.0726,57.1775,,
MT,14.4412,35.8992,,
MW,34.706,-12.0727,,
CG,17.5344,1.45488,,
MW,33.7683,-14.0415,,
PE,-77.0756,-11.0602,,
PE,-76.9236,-12.1124,,
CY,32.9674,34.7755,,
GB,-6.9714,54.9923,,
LV,24.6925,57.5879,,
BE,5.41314,50.9954,,
NL,5.93161,51.2248,,
IE,-8.60278,52.6485,,
IE,-8.75892,52.5242,,
CR,-83.1486,9.7018,,
ZA,29.1301,-23.5859,,
GB,-0.222474,53.1152,,
TZ,38.4234,-9.44338,,
RU,39.2073,52.7462,,
MK,21.579,42.1401,,
,21.108,42.5049,,
TL,125.308,-8.65272,,
UG,32.9139,2.23366,,
PT,-9.13397,38.9835,,
GB,-6.08226,54.5189,,
SI,14.9182,46.0752,,
GQ,9.7992,1.30717,,
BJ,2.42192,6.36623,,
CM,10.0932,4.1938,,
LV,26.324,56.3841,,
GB,-2.9327,53.4312,,
IT,10.6186,43.0601,,
SI,14.5799,46.0616,,
SI,14.8415,46.3721,,
SI,16.1653,46.5112,,
BW,25.6842,-25.2144,,
CF,17.6819,4.07603,,
IT,9.54741,45.253,,
PL,19.3642,51.6355,,
TH,101.517,17.4099,,
LR,-9.87553,8.12994,,
AF,69.3047,34.0857,,
SI,14.1998,45.9399,,
TD,15.9306,8.77035,,
TD,16.23,8.12559,,
FR,1.59234,47.5484,,
FR,4.16239,45.706,,
FR,-1.6025,47.3637,,
FR,2.19238,47.9007,,
EC,-79.8079,-4.15948,,
GN,-8.33352,7.85522,,
VN,106.134,10.6869,,
BS,-74.9132,23.037,,
IE,-7.70239,53.7166,,
TH,100.944,15.1147,,
IR,48.4141,33.5323,,
PE,-73.8868,-4.27471,,
AM,44.4524,40.9347,,
BF,-2.07087,13.8724,,
CL,-72.9043,-41.0592,,
CL,-72.6829,-40.1186,,
EC,-79.4787,-1.22191,,
PA,-80.3927,7.58403,,
SI,14.4776,45.6638,,
SI,14.6363,45.6506,,
FR,1.61079,44.6327,,
FR,0.449742,44.3829,,
LA,101.148,20.9099,,
LA,102.549,20.0788,,
SN,-15.5162,15.4183,,
US,-91.9991,30.5274,,
IE,-6.48625,53.9259,,
BG,24.5374,43.0037,,
SI,15.3869,46.5291,,
GM,-15.7046,13.4062,,
PL,16.4623,51.0127,,
FR,3.54811,44.4909,,
MK,21.915,41.7258,,
AO,13.3166,-8.95941,,
ZM,29.4045,-11.6471,,
LV,26.7126,56.9362,,
PL,22.8943,51.2088,,
SZ,31.8026,-26.5247,,
PL,15.4552,52.2372,,
IT,10.4525,43.9882,,
SI,14.7245,46.3436,,
PH,121.576,13.9241,,
CH,8.17219,47.096,,
LV,27.796,56.4059,,
ES,-7.44266,42.9467,,
UA,39.0033,48.9084,,
SI,14.7761,46.1827,,
NP,83.55,27.695,,
,20.2285,60.1022,,
AO,19.6268,-8.4722,,
AO,20.3821,-10.2341,,
MT,14.4831,35.8563,,
ZM,29.0846,-15.4426,,
GB,-0.406249,51.8763,,
UG,33.3432,0.738246,,
UG,32.5615,0.796763,,
BE,5.50117,49.9637,,
LU,6.05114,49.6376,,
EG,32.6501,25.705,,
UG,31.433,-0.421045,,
UG,31.1783,-0.269997,,
DZ,4.37961,35.3592,,
JO,36.6401,30.492,,
MO,113.56,22.1349,,
GN,-9.31986,8.54658,,
IT,13.2195,43.1918,,
MW,35.5384,-14.9533,,
AU,158.898,-54.5929,,
RS,19.4948,44.5988,,
JO,35.6722,31.5852,,
LK,81.4613,7.85079,,
PG,145.086,-5.08973,,
PT,-16.9465,32.7427,,
IN,78.4214,22.9404,,
QA,51.1832,26.0095,,
LV,26.2344,56.805,,
PE,-70.6831,-11.8726,,
ES,-3.67012,40.4593,,
NI,-86.412,13.4963,,
TH,97.8911,18.4043,,
ER,38.9679,14.858,,
LS,28.1834,-29.8081,,
JO,37.6195,32.2481,,
RU,153.797,62.6257,,
CL,-71.3975,-53.4723,,
CO,-74.3474,10.3731,,
GB,-6.71991,54.8166,,
PH,124.437,6.98075,,
MM,94.8807,19.6473,,
TH,103.188,15.9151,,
GY,-57.4923,2.56716,,
NP,80.5573,29.5205,,
LK,80.718,7.30186,,
IN,75.4647,19.4723,,
TN,10.6621,35.3594,,
US,-69.1973,45.148,,
FR,-0.527847,47.3771,,
CV,-23.1806,15.2115,,
SI,15.7455,46.3148,,
BI,29.771,-4.21622,,
PH,121.035,14.5519,,
MK,22.5221,42.0394,,
SB,161.744,-10.2782,,
SA,40.2542,21.4348,,
PH,120.964,14.6593,,
ES,-4.68606,36.838,,
SB,161.956,-9.75831,,
VU,167.494,-16.3765,,
AO,16.9731,-9.14742,,
TR,38.1872,38.5144,,
UY,-54.9671,-34.6885,,
MV,73.5188,4.17219,,
GN,-12.1222,12.0218,,
,20.7392,42.4806,,
LV,24.9581,57.0017,,
ID,128.161,-8.24814,,
ID,125.976,-2.28945,,
CF,15.8888,4.5324,,
GN,-11.8934,10.3442,,
EC,-80.1619,-0.727203,,
UG,34.312,0.886597,,
NI,-86.2493,12.3035,,
TL,125.968,-8.737,,
NZ,175.627,-39.8518,,
FR,-1.34727,49.1637,,
GB,-2.26678,53.4597,,
JM,-77.4996,18.0219,,
MM,96.0614,20.6284,,
PH,121.052,14.5766,,
PH,123.933,10.3358,,
GN,-8.66537,10.7221,,
TD,17.5493,8.67832,,
CK,-157.909,-21.9367,,
KZ,53.8538,44.0351,,
MW,35.3501,-14.374,,
BS,-77.8018,24.0806,,
MZ,33.4678,-20.811,,
ZW,32.1206,-18.9399,,
CD,26.0336,-3.26017,,
CK,-160.963,-10.4098,,
PH,120.989,14.5931,,
IN,93.8457,24.7442,,
TR,28.1324,38.7115,,
CA,-97.3828,54.85,,
LK,80.0854,8.84371,,
IT,10.7355,45.1396,,
AS,-169.493,-14.2338,,
TN,9.94514,36.7903,,
TL,125.813,-9.00434,,
PG,147.806,-2.30166,,
TZ,36.4591,-4.88783,,
SZ,31.2402,-26.6342,,
MZ,32.3209,-25.5571,,
MZ,32.5828,-25.949,,
TZ,34.0227,-1.58906,,
UG,30.9101,3.2292,,
NE,7.41198,14.1148,,
CI,-5.83201,6.94728,,
RO,23.9992,47.6435,,
BR,-45.389,-5.01897,,
TR,40.9525,37.4282,,
LR,-10.1783,6.62708,,
DO,-69.9933,19.4682,,
YE,45.7376,15.5368,,
SI,15.6414,46.556,,
,19.9417,60.0903,,
LT,23.1751,54.6829,,
PH,121.116,14.6291,,
PH,121.971,13.3717,,
TG,1.24665,6.42521,,
RU,47.9131,56.5407,,
IR,49.964,34.5595,,
SI,15.9513,46.3928,,
NZ,173.656,-41.638,,
FR,4.26395,49.022,,
SR,-54.3667,5.57938,,
PF,-139.037,-9.75565,,
MA,-8.43749,31.3472,,
MT,14.4926,35.8716,,
MT,14.5538,35.8544,,
MT,14.5457,35.8393,,
FR,-61.064,14.7245,,
LV,23.9438,56.8913,,
TM,62.5938,36.7994,,
LR,-7.69738,4.64403,,
US,-77.0454,39.3874,,
UG,31.8532,-0.43198,,
AZ,48.698,38.9858,,
NI,-86.1227,11.9959,,
PH,123.611,12.2276,,
DZ,0.167566,35.3625,,
LS,27.7516,-29.5571,,
ZW,31.3922,-16.8822,,
ZW,31.666,-18.2141,,
ZW,29.5025,-17.0176,,
UG,31.735,1.66477,,
PL,21.1915,52.2269,,
IT,10.0285,44.2345,,
US,-71.9993,42.3739,,
ZW,31.0875,-20.7844,,
ZW,27.2215,-18.7582,,
ZW,28.8871,-20.8913,,
NI,-85.4926,13.0242,,
LK,80.7391,7.60919,,
SN,-13.5063,15.4647,,
CU,-81.186,22.6152,,
LK,80.5542,6.16548,,
IT,16.4876,40.4533,,
BR,-55.9235,-13.3926,,
BR,-54.5502,-20.6756,,
EG,27.5083,29.6121,,
CK,-157.312,-20.1852,,
CL,-71.5811,-35.6067,,
LI,9.53828,47.2214,,
TR,41.9034,38.9124,,
MK,20.6986,41.6315,,
CU,-82.0296,22.8761,,
BS,-73.0295,22.3849,,
FR,-0.635312,48.1562,,
IE,-9.23048,53.895,,
TD,15.4373,9.71626,,
TD,14.7357,9.26179,,
FR,45.2769,-12.7767,,
IQ,47.0739,31.8089,,
UG,33.5556,0.277049,,
IR,52.2123,36.231,,
LV,25.0276,57.9137,,
UG,34.2131,1.03446,,
UG,30.8704,-0.242298,,
UG,30.5341,-0.534736,,
TZ,33.5281,-8.29695,,
CF,23.4601,5.48563,,
MW,33.0113,-13.696,,
MT,14.4085,35.8818,,
IE,-6.71387,53.6324,,
NP,87.8075,27.1587,,
DE,12.5647,53.7528,,
DZ,2.76411,35.8958,,
TN,10.6522,33.4403,,
HR,16.5464,46.398,,
IT,8.73034,39.5132,,
SI,14.3971,46.1236,,
GB,0.584221,51.3541,,
MV,73.5688,2.94938,,
IN,91.3031,25.4804,,
RO,22.9252,44.5837,,
MA,-4.78602,31.7916,,
MY,102.293,2.32162,,
MG,44.8928,-17.6203,,
PW,134.613,7.51682,,
ES,-2.94015,35.2934,,
MT,14.3578,35.9558,,
MG,45.0481,-20.3119,,
AR,-68.5423,-34.8484,,
NR,166.939,-0.539648,,
SI,14.552,46.1605,,
VE,-71.2398,8.49098,,
GB,-2.73472,53.4417,,
TR,33.8268,36.6614,,
LV,23.0567,57.3317,,
GB,-3.35678,51.7461,,
GB,-0.181508,51.4087,,
IT,14.9117,38.0465,,
CO,-72.9789,3.5302,,
SI,15.2985,45.6501,,
FR,6.27603,48.7055,,
FR,5.50884,48.9505,,
MX,-99.7416,19.3275,,
SI,14.8493,46.5281,,
MT,14.3658,35.9148,,
TW,120.942,24.5253,,
US,-84.9479,43.4343,,
MX,-101.936,19.2458,,
LC,-60.918,13.8159,,
TC,-71.7669,21.8196,,
GB,-1.23971,54.5364,,
ZW,29.4323,-19.0828,,
GB,-3.06592,55.8241,,
DK,9.26862,56.2367,,
UM,-177.376,28.206,,
JP,136.386,34.5679,,
SI,15.7138,46.4853,,
DZ,6.1311,36.2449,,
IT,9.1154,45.442,,
PG,153.487,-11.581,,
GB,-0.72601,52.0571,,
BR,-44.4808,-18.5895,,
PH,121.085,12.6588,,
PH,121.36,12.8526,,
AZ,46.9846,40.7508,,
US,-93.364,46.0592,,
BY,27.4703,53.1945,,
PM,-56.3418,47.0461,,
VE,-66.3229,10.2616,,
SI,13.6373,45.8477,,
SI,15.0911,45.8487,,
PH,123.717,8.33846,,
PH,124.992,8.74226,,
AR,-54.8406,-27.1262,,
PY,-57.1187,-26.9861,,
HU,20.7319,48.1181,,
SI,15.2253,46.4442,,
LY,15.0186,32.2151,,
US,-89.7189,32.8657,,
US,-92.446,38.5487,,
CK,-157.707,-19.8389,,
UG,30.0476,-0.636828,,
UG,32.0449,0.42844,,
JP,140.972,38.5307,,
JP,131.286,32.0981,,
LY,13.2861,30.6105,,
IN,92.8409,23.2037,,
IT,10.8516,44.4311,,
BY,30.4041,53.8241,,
LS,27.8628,-30.075,,
ME,19.515,42.971,,
MU,57.5955,-20.2492,,
LS,28.9988,-29.202,,
MM,97.8062,16.3045,,
MC,7.39979,43.7461,,
VE,-63.0869,9.50395,,
IE,-6.94174,54.2106,,
LK,81.3431,6.7224,,
TN,10.7538,35.6225,,
KH,106.961,12.6284,,
BT,91.2014,27.1956,,
GB,-2.90226,51.7744,,
BJ,1.79465,6.48568,,
DO,-70.4081,18.9242,,
SC,55.4428,-4.61246,,
SC,55.4633,-4.63449,,
BG,23.1788,43.487,,
US,-110.044,46.9965,,
DO,-71.4527,19.7302,,
DO,-69.816,18.8533,,
SM,12.4699,43.9134,,
UY,-56.2283,-34.8267,,
LR,-10.5806,6.43188,,
IT,9.2774,45.6256,,
BS,-77.5526,26.2973,,
ML,-3.21795,14.7873,,
PE,-70.7546,-16.6807,,
SI,14.7576,46.1337,,
RS,20.2653,43.7127,,
SI,16.2705,46.7159,,
CZ,17.9683,49.7687,,
GB,-3.23013,57.4636,,
SV,-88.1055,13.7736,,
FR,-2.89359,47.8699,,
RU,44.4631,54.1154,,
NO,8.35107,62.5471,,
MX,-99.0785,18.742,,
PG,146.83,-6.3992,,
TZ,36.922,-8.69673,,
EC,-77.8071,-2.4505,,
UG,34.712,2.67,,
FR,6.51862,49.0845,,
RU,38.671,55.1508,,
RU,37.6188,55.7177,,
MT,14.4209,35.9076,,
DZ,0.313449,35.9631,,
CV,-24.3541,15.0008,,
BF,-3.38675,12.3486,,
KM,43.7462,-12.3178,,
LB,35.6942,33.9291,,
PH,121.172,17.0908,,
AO,21.0033,-13.281,,
CI,-7.79453,5.99237,,
TD,18.4827,9.0852,,
CI,-3.47724,6.76303,,
GA,10.5724,-0.374156,,
GB,-6.26357,55.1639,,
UG,31.7226,3.62202,,
SI,14.9377,46.3593,,
UG,32.0899,-0.00825711,,
ZA,30.1421,-25.9893,,
MT,14.4666,35.8426,,
MT,14.4825,35.8949,,
GE,44.7435,42.2106,,
TZ,39.2212,-10.814,,
KW,48.0548,29.2535,,
UG,31.4889,0.58882,,
ZM,32.0234,-11.3701,,
SO,48.1009,5.51036,,
TR,28.6482,37.0501,,
TH,104.531,16.5636,,
UG,32.8051,0.304604,,
MW,35.5397,-15.9868,,
LK,80.5667,9.24043,,
PH,121.053,14.4253,,
MT,14.2276,36.0251,,
BI,29.668,-3.2533,,
ES,-1.45758,37.9136,,
RO,24.6284,46.5856,,
RU,34.3212,67.9609,,
SI,16.1719,46.6532,,
LY,15.2592,24.9977,,
OM,56.2943,25.9744,,
OM,58.6759,23.2505,,
SI,15.1348,46.6223,,
BI,30.3161,-2.89215,,
MW,34.5126,-15.6394,,
TZ,32.6685,-2.67284,,
BI,29.6943,-3.51787,,
UA,31.6498,47.0902,,
MW,33.6587,-11.8792,,
CI,-4.23718,7.05528,,
PK,72.6402,34.9407,,
DZ,-0.830564,33.1649,,
TN,10.7319,36.6794,,
MT,14.2978,36.0451,,
AZ,46.8275,40.5077,,
PH,123.197,13.6153,,
IN,94.5664,26.1094,,
JP,138.019,36.0666,,
JP,128.755,32.6745,,
HU,16.9898,46.4513,,
BF,-1.16782,11.2028,,
KE,36.9039,-1.29384,,
SA,45.6917,18.2931,,
UG,34.6179,1.76261,,
UG,32.1561,1.10855,,
UG,32.3765,1.36245,,
TH,101.21,14.2249,,
TH,100.072,13.917,,
TH,104.628,17.2227,,
TH,102.103,14.8923,,
TH,100.25,15.6943,,
TH,99.7819,8.37448,,
SI,14.3004,46.2932,,
VN,106.254,20.2343,,
UZ,71.2964,40.8746,,
UG,33.8049,0.246262,,
BF,-0.504021,13.1697,,
AO,12.6525,-15.8249,,
MZ,38.7815,-14.9497,,
BE,4.88712,50.3244,,
UG,33.6846,0.877569,,
TH,100.837,18.8264,,
CF,19.4051,7.11882,,
CF,15.4564,5.67426,,
AF,70.3027,34.2153,,
TW,120.988,23.7977,,
UG,34.3004,2.42782,,
EC,-78.5209,-1.2733,,
IT,14.4226,40.8773,,
JP,135.877,34.2815,,
TH,101.727,6.17758,,
NP,84.7202,27.3731,,
CO,-77.9777,1.60168,,
KG,75.9766,41.3438,,
NG,8.27694,8.50412,,
PG,147.174,-9.4476,,
GL,-33.4567,77.0582,,
LV,25.4406,57.926,,
ES,-1.63845,42.7493,,
UM,-75.011,18.4043,,
UZ,64.2722,42.1726,,
PH,120.952,14.6394,,
AZ,45.4212,39.2127,,
MT,14.4379,35.9289,,
BF,-3.03318,12.6594,,
MX,-104.824,21.7934,,
SI,14.9127,46.2864,,
RO,26.4554,46.9704,,
GB,-3.73935,51.6459,,
UG,31.2582,2.44381,,
US,-99.6855,41.5002,,
PY,-57.9275,-26.6639,,
AZ,49.0585,39.3924,,
MY,102.149,2.70857,,
MK,22.1394,41.3722,,
PH,122.985,10.4137,,
PH,123.032,9.75662,,
NZ,173.388,-41.2508,,
RU,56.2877,67.8271,,
MW,34.6946,-15.4366,,
LV,25.1056,56.3246,,
CH,6.76076,46.9893,,
AR,-69.9833,-38.3579,,
AE,56.2932,24.925,,
AE,56.0315,24.8164,,
US,-117.02,39.4299,,
TR,34.6408,38.7415,,
CA,-66.4558,46.5822,,
US,-71.6301,43.5993,,
PG,150.25,-2.51821,,
US,-74.4653,40.0449,,
US,-106.024,34.5002,,
BS,-77.4356,25.0149,,
AU,146.781,-32.4751,,
TW,121.646,24.911,,
US,-75.3242,43.1988,,
GB,-1.5994,54.9931,,
CA,-56.2169,48.6598,,
GB,0.0442535,51.5273,,
GB,-2.94989,51.5866,,
GB,-6.26952,54.1804,,
GB,-5.98106,54.7173,,
PW,134.65,7.65055,,
PW,134.641,7.70686,,
PW,134.597,7.60128,,
PW,134.552,7.47929,,
PW,134.597,7.46286,,
PW,134.575,7.53794,,
VN,104.827,19.3548,,
PW,134.636,7.57313,,
PA,-81.7558,8.68,,
UG,33.7704,1.51075,,
GA,11.1859,-1.48647,,
BI,29.896,-2.86902,,
NE,2.12167,13.562,,
CG,12.3646,-2.97914,,
MZ,36.4227,-13.4918,,
NR,166.921,-0.512961,,
LV,21.0871,56.3535,,
SR,-56.8988,5.64956,,
CY,33.043,35.0214,,
CH,8.40344,46.934,,
AT,15.7448,48.2477,,
DE,8.86184,52.775,,
FR,3.56837,47.1505,,
TR,34.7093,37.8966,,
NG,5.45494,9.95553,,
