iso2,centroid.lon,centroid.lat,capital.lon,capital.lat
ZM,27.9272,-13.1044,,
CL,-70.7749,-30.5838,,
,148.43,-17.6554,,
PY,-56.9747,-25.2506,,
AR,-63.7501,-32.3275,,
CO,-75.6522,8.43894,,
ES,-4.74788,37.9699,,
IE,-8.47351,51.8868,,
IE,-8.83835,51.9396,,
GB,-4.75267,50.4407,,
SR,-56.2504,5.64121,,
BZ,-88.3492,18.1667,,
FR,1.90105,45.355,,
AR,-57.6482,-28.8387,,
FR,9.02252,41.8449,,
HN,-88.0359,15.5336,,
TR,34.711,40.6149,,
IT,16.3123,39.5555,,
MT,14.5207,35.88,,
PH,124.82,7.27167,,
PH,124.246,7.22504,,
FR,4.76991,47.4003,,
FR,-2.93239,48.4383,,
EC,-78.8554,-0.813335,,
TT,-61.3425,10.4519,,
TL,125.233,-9.30758,,
RO,25.9665,45.8885,,
GB,-1.53187,52.4068,,
GN,-13.3482,9.79103,,
GB,-6.39706,54.4884,,
IT,9.99563,45.226,,
SI,16.2936,46.5592,,
FR,2.04281,46.0705,,
UA,34.2784,45.3115,,
MD,29.0355,47.1782,,
SI,14.819,46.4704,,
SI,15.2135,45.5229,,
BS,-74.2405,22.7472,,
NG,8.67873,5.93762,,
IT,16.9491,39.1644,,
GB,-0.0752612,51.3625,,
HU,20.1413,46.5997,,
AO,19.9218,-16.311,,
AO,14.9458,-9.6988,,
AO,15.0504,-10.9232,,
MK,21.3885,42.1353,,
ES,-2.15126,39.9115,,
AZ,45.6847,39.136,,
GB,-2.89222,54.6368,,
CO,-74.0613,5.11121,,
AO,15.281,-16.6271,,
IT,7.63034,44.4862,,
CW,-68.955,12.1558,,
MU,57.5168,-20.3183,,
SV,-89.0055,13.8166,,
PE,-72.2479,-13.1633,,
CG,15.9548,-0.393114,,
CG,14.558,0.0348606,,
GY,-58.8206,7.16881,,
VN,108.102,16.0912,,
GN,-11.2004,10.7774,,
IN,73.029,20.1841,,
KR,128.631,35.9034,,
KR,127.401,36.3563,,
BT,89.8444,27.0316,,
LV,27.6246,56.1183,,
RU,47.1424,42.36,,
PH,120.341,16.0325,,
DO,-71.5952,19.4319,,
VN,108.133,12.7691,,
VN,107.66,12.1425,,
SN,-17.3327,14.7835,,
MR,-16.1354,20.8429,,
,20.4124,42.3724,,
GN,-12.2144,10.8327,,
SE,14.4404,60.814,,
IN,72.8511,20.4226,,
SY,36.2897,33.5101,,
RO,25.596,44.8486,,
ME,19.1191,42.5936,,
TZ,39.2857,-6.89289,,
SY,36.1698,32.8686,,
MN,106.306,49.3586,,
PA,-77.7067,7.90194,,
GB,-1.53938,54.5202,,
AZ,46.0228,40.4837,,
LV,26.589,56.043,,
LV,26.5517,55.8814,,
LC,-60.9062,14.0176,,
PH,125.587,7.07729,,
PH,125.651,7.45436,,
PH,125.511,6.34808,,
PH,126.286,7.06305,,
SY,40.275,35.0736,,
MK,20.5863,41.541,,
MK,20.8594,41.3337,,
HU,21.6192,47.5252,,
ER,40.1691,15.6179,,
ER,41.7389,13.5712,,
,20.2468,42.527,,
MW,34.1833,-14.2064,,
US,-75.4112,38.8657,,
MK,22.7429,41.9187,,
IN,77.0856,28.69,,
NG,5.88195,5.44265,,
VE,-61.5863,8.78915,,
GY,-58.3773,6.54128,,
MK,21.1238,41.2587,,
MK,22.2161,41.3739,,
GB,-3.34024,53.0665,,
CI,-7.37781,9.52894,,
NR,166.914,-0.520335,,
TR,29.2821,37.7539,,
LC,-60.9052,13.9425,,
VE,-65.3067,10.9337,,
GB,-1.47157,52.8904,,
GB,-1.58946,52.9938,,
GB,-7.21329,54.9694,,
SI,15.8853,46.4767,,
FR,-0.300826,46.5681,,
AZ,48.9074,41.1969,,
GB,-3.85842,50.8008,,
BM,-64.7566,32.3033,,
MV,72.9017,2.67806,,
BD,90.4053,24.1653,,
YE,44.2001,14.6805,,
NP,83.5602,28.4801,,
,33.7978,35.0123,,
IQ,46.4203,31.191,,
OM,54.2927,18.4966,,
MG,49.08,-13.5916,,
AL,20.1772,41.608,,
TT,-61.5778,10.7128,,
LU,6.00481,49.9763,,
VN,103.226,21.7487,,
NE,13.0899,15.7652,,
IQ,43.2281,37.0875,,
DJ,42.2277,11.3884,,
TL,125.668,-8.55429,,
MT,14.3868,35.859,,
GN,-10.6749,11.5609,,
SN,-16.1895,14.7509,,
ET,42.0364,9.56155,,
US,-77.0113,38.8922,,
VE,-66.964,10.4857,,
BR,-47.7902,-15.7665,,
MX,-99.1369,19.3266,,
DO,-69.9376,18.4746,,
SI,14.0149,45.6927,,
CI,-7.73423,7.36283,,
IQ,45.1046,33.9882,,
TR,40.2706,38.0261,,
DZ,3.70376,34.1508,,
DJ,43.037,11.5524,,
UA,34.9555,48.6313,,
LV,23.2005,56.6172,,
SI,15.4056,46.1339,,
BA,18.0675,44.9307,,
SI,14.7253,45.8342,,
BG,27.9018,43.6874,,
SI,15.2299,46.3552,,
SI,14.3138,46.0716,,
SI,16.3581,46.6539,,
TZ,35.9608,-5.73233,,
MK,22.6539,41.2492,,
UG,33.0778,1.88125,,
SI,14.6741,46.0996,,
SI,15.048,45.7205,,
RO,23.5718,44.219,,
MK,21.4307,41.4684,,
SM,12.4721,43.9466,,
SI,14.6294,46.1493,,
GB,-1.08493,53.5227,,
MD,27.7632,48.2339,,
IE,-8.02986,54.8924,,
UA,37.7933,48.145,,
VN,105.874,22.1476,,
VN,106.076,20.8085,,
VN,107.178,11.1258,,
BJ,1.77142,9.31506,,
FR,0.780505,45.1592,,
SI,15.9915,46.4406,,
MN,114.261,48.7766,,
MN,109.825,44.4088,,
GB,-2.31103,50.8569,,
NE,3.55023,12.8124,,
FR,6.31895,47.1584,,
MA,-8.7136,32.4059,,
MW,33.8651,-13.625,,
GB,-5.80955,54.3616,,
,20.6774,41.9926,,
SI,15.0226,46.5906,,
NL,6.60064,52.9046,,
MD,27.8915,48.0267,,
FR,5.13443,44.7407,,
MK,20.9119,41.4293,,
DO,-70.0202,19.1987,,
AE,55.3436,24.9508,,
IE,-6.26188,53.3683,,
GN,-13.468,10.1137,,
HR,16.8699,42.761,,
GB,-2.1138,52.4728,,
GB,-4.01555,55.0998,,
EG,31.7285,31.4067,,
IE,-6.18788,53.26,,
HU,18.8971,46.9489,,
LV,22.4057,57.5837,,
GB,-2.94934,56.4868,,
MN,106.116,45.4132,,
GB,-6.94613,54.4791,,
SI,15.7689,46.512,,
MX,-104.808,24.566,,
UY,-56.0945,-33.1016,,
LV,21.4069,56.6142,,
GB,-1.79965,54.6955,,
AL,19.6522,41.5152,,
AL,19.8383,41.1326,,
TJ,68.7695,38.5518,,
TR,31.3231,40.8631,,
GR,21.7273,38.0299,,
GR,21.4551,40.3834,,
MN,96.1728,48.615,,
GB,-0.321254,51.5198,,
HM,73.5247,-53.1036,,
GB,-4.29329,55.501,,
IR,46.7723,37.8501,,
GY,-58.0942,6.56415,,
GB,-4.20219,55.9544,,
AI,-62.9852,18.2622,,
,33.5351,4.79636,,
BE,3.83186,50.9749,,
BS,-78.215,26.6596,,
KZ,81.9768,48.3405,,
GB,-2.7108,55.9477,,
PG,151.507,-5.65441,,
GB,-4.36844,55.7656,,
GB,-0.480224,53.9047,,
PG,143.391,-4.25081,,
GB,0.372063,50.9537,,
AS,-170.639,-14.272,,
FJ,-178.72,-20.6657,,
GH,-0.460431,6.42584,,
HK,114.213,22.2706,,
KE,37.7915,2.60695,,
RW,30.4223,-1.69059,,
SL,-10.9314,8.27415,,
ZM,31.8341,-13.7617,,
ZA,26.6417,-32.0622,,
SD,26.5295,11.0263,,
PG,145.557,-6.4841,,
PH,125.755,10.7291,,
TT,-60.6001,11.2899,,
NG,7.98254,6.32648,,
,19.5905,60.2169,,
GB,-3.26452,55.9132,,
MD,27.2978,48.1332,,
TR,26.4697,40.9579,,
NG,5.84934,6.52416,,
HU,20.3836,47.9316,,
JP,132.916,33.8141,,
GB,-6.74587,58.1103,,
NG,5.35929,7.67104,,
DZ,0.971858,32.7753,,
BO,-64.5806,-14.0358,,
EC,-79.8552,-3.43657,,
DZ,7.03557,33.1137,,
HN,-86.5592,14.037,,
GT,-90.0911,14.9038,,
DO,-69.0568,18.7649,,
DZ,8.14597,36.7012,,
TR,39.3702,38.5718,,
AL,20.1358,41.0299,,
PA,-78.1396,7.86013,,
AD,1.6441,42.5381,,
GB,-0.0911453,51.644,,
PG,143.505,-5.48883,,
SC,55.4533,-4.60746,,
LV,23.3222,57.0017,,
IT,14.4462,37.6598,,
TD,22.1045,18.1286,,
AR,-59.2824,-32.0275,,
NG,7.38408,6.55396,,
CD,20.4731,1.21836,,
HU,18.893,47.3677,,
AM,44.533,40.1474,,
LV,25.6656,56.8954,,
TL,125.344,-8.84722,,
NA,15.0824,-22.2166,,
TR,39.5121,39.6874,,
TR,41.403,39.9678,,
AD,1.59428,42.495,,
LI,9.53383,47.2058,,
GT,-91.0243,14.1674,,
IR,52.4195,32.9837,,
TR,31.0894,39.6297,,
EC,-78.9448,1.29253,,
DO,-70.3537,19.5998,,
BR,-40.5436,-19.6916,,
GY,-57.8277,6.23705,,
GB,0.495656,51.7709,,
FR,2.29588,48.5629,,
NI,-86.4072,13.225,,
CM,14.1674,3.78379,,
GA,10.1365,0.32201,,
FR,0.92951,49.0414,,
FR,1.36704,48.3564,,
PT,-7.88463,38.6036,,
NR,166.934,-0.502076,,
CM,14.5367,10.7227,,
BS,-75.9069,23.5855,,
FO,-6.95941,62.1385,,
PK,69.8985,32.6148,,
PK,73.0628,33.7011,,
WS,-172.243,-13.6516,,
MV,72.8315,3.30689,,
SM,12.4761,43.9312,,
VE,-69.7604,11.0897,,
MD,27.7231,47.57,,
GB,-3.75831,55.9811,,
FK,-59.1944,-51.8593,,
CY,33.9489,35.0164,,
AF,62.6498,32.5314,,
GN,-10.881,9.98517,,
PT,-7.93895,37.1704,,
IR,53.0793,29.4007,,
AF,64.7678,35.8043,,
SN,-16.4165,13.8699,,
NG,7.18889,8.78852,,
HU,18.6516,46.989,,
UZ,71.7275,39.9347,,
GB,-7.66047,54.3798,,
IT,13.6263,43.1231,,
IT,11.9305,44.773,,
MA,-4.17332,33.2343,,
MT,14.5196,35.8694,,
AL,19.6047,40.8112,,
GB,-3.16166,56.2201,,
IE,-6.2769,53.4927,,
FR,-3.92644,48.3309,,
FI,22.7128,60.6134,,
NO,24.4789,69.5648,,
,19.9284,60.2446,,
SM,12.4521,43.9021,,
IT,11.3233,43.7304,,
MU,57.7206,-20.2173,,
BE,4.53709,50.8709,,
NL,5.55746,52.5508,,
GB,-3.14709,53.1815,,
UY,-56.8849,-33.5902,,
MD,28.2994,47.8707,,
MT,14.503,35.888,,
UY,-55.812,-33.835,,
US,-81.6228,28.1568,,
BA,18.7352,43.4443,,
IT,15.5111,41.5476,,
,20.3479,60.0019,,
MT,14.2398,36.0332,,
GN,-13.0624,9.38543,,
IT,12.0795,44.0569,,
AR,-59.9494,-24.9146,,
HN,-87.1815,14.3474,,
BW,27.5038,-21.1678,,
GN,-13.4957,10.4732,,
CH,6.85219,46.8411,,
NL,5.77345,53.0792,,
CI,-5.80631,6.2178,,
IT,13.5575,41.6106,,
AE,56.2221,25.4752,,
CN,118.178,26.408,,
JP,136.316,35.9297,,
JP,130.616,33.4906,,
JP,140.099,37.4153,,
AZ,47.322,39.5574,,
MV,73.3741,0.764412,,
MV,73.106,0.22176,,
TN,9.85987,33.7571,,
BW,25.9171,-24.6239,,
BG,25.2475,42.9256,,
GW,-14.1098,12.1569,,
TN,8.79521,34.4233,,
WS,-171.861,-13.9658,,
WS,-172.467,-13.5461,,
EC,-89.685,-1.36804,,
RO,27.7329,45.7861,,
SO,46.6795,5.09616,,
LK,80.2387,6.19513,,
IE,-9.03273,53.302,,
IE,-8.61598,53.4045,,
ET,34.1775,7.86869,,
LK,80.0106,7.12599,,
LI,9.50213,47.2052,,
NP,84.3034,28.3293,,
KR,128.22,37.7951,,
CN,100.735,38.7393,,
BF,-0.768604,12.2052,,
ML,1.2641,16.4482,,
GN,-13.3943,11.7453,,
FR,4.18939,43.9914,,
LV,24.3875,57.0221,,
BT,89.9133,28.0641,,
ER,37.6058,15.0297,,
GB,-1.66816,54.9391,,
ZA,28.2074,-26.1682,,
SE,16.5023,61.3691,,
MZ,32.8795,-23.1231,,
,34.3654,31.4263,,
MK,21.5136,42.0259,,
TR,37.2462,36.9988,,
LR,-10.1841,7.51706,,
SD,35.0351,14.0283,,
AZ,45.6429,40.492,,
SO,42.0524,3.05384,,
AM,45.3848,40.278,,
TZ,31.6968,-3.09999,,
NL,5.96001,52.0635,,
AZ,46.3206,40.6864,,
PH,125.139,6.13644,,
CH,6.11764,46.237,,
IT,9.15064,44.4675,,
AI,-63.066,18.2089,,
US,-83.4078,32.8547,,
ES,2.79123,42.0844,,
FR,0.537496,43.6809,,
,19.8533,60.3722,,
BT,90.3468,27.0503,,
SD,33.3362,14.6771,,
LY,10.6245,30.3343,,
MT,14.2853,36.0251,,
BW,22.7086,-22.1555,,
MT,14.2058,36.0622,,
MA,-5.9502,34.5356,,
DZ,3.11396,31.1547,,
MT,14.4553,35.9188,,
MT,14.2247,36.0625,,
LY,10.4298,25.9201,,
MT,14.515,35.8418,,
AF,67.8006,33.4079,,
AF,64.9224,34.002,,
VN,108.156,13.8493,,
GI,-5.34595,36.1291,,
JP,136.941,35.8522,,
IR,49.5162,37.0503,,
ES,-2.2243,43.1495,,
TR,38.6055,40.5379,,
FR,-0.515546,44.7339,,
NZ,177.93,-38.3442,,
BI,29.9159,-3.48983,,
RO,25.978,44.1133,,
AL,20.1868,40.1927,,
MK,21.3002,42.064,,
SC,55.4433,-4.56942,,
CH,9.05651,47.0096,,
GB,-4.21337,55.8371,,
MD,27.5658,47.7495,,
,20.8784,42.6021,,
GB,-2.14862,51.8153,,
BF,0.115257,12.9057,,
MV,73.4348,-0.28897,,
,21.449,42.4503,,
IN,73.9951,15.3133,,
BR,-49.5786,-15.863,,
IR,55.0042,37.312,,
UG,31.6617,0.196093,,
NG,11.2421,10.4342,,
BY,29.5189,52.1969,,
AZ,46.645,40.5463,,
SI,14.1223,46.1241,,
MR,-12.8565,16.0296,,
SI,16.0215,46.3668,,
IT,13.4936,45.8602,,
RO,23.2029,44.9827,,
SI,15.9663,46.6256,,
SI,14.7905,46.2972,,
SI,16.2128,46.8091,,
RU,86.937,50.9782,,
TJ,72.7189,38.2492,,
ID,122.331,0.760501,,
MK,20.8095,41.7855,,
SE,18.4826,57.4733,,
BF,0.610382,12.0677,,
MN,95.7776,45.4627,,
MN,108.346,47.74,,
AZ,47.8172,40.569,,
HN,-84.3701,15.1219,,
SI,16.094,46.7969,,
RS,20.4001,44.6408,,
BG,23.357,42.679,,
HR,15.9958,45.8251,,
MK,21.9019,41.5864,,
ES,-3.2411,37.2665,,
NI,-85.9698,11.8736,,
HT,-74.1273,18.5137,,
SC,55.4738,-4.68654,,
SC,55.7435,-4.34469,,
LR,-9.72887,6.11786,,
LR,-10.9953,7.09577,,
MA,-7.55595,33.545,,
BS,-78.3185,27.2289,,
LR,-8.16416,5.87286,,
LR,-8.25622,4.87073,,
MU,57.6498,-20.392,,
TC,-71.137,21.4725,,
CU,-76.8386,20.3212,,
CH,9.55953,46.6729,,
GH,0.105309,5.83921,,
PL,17.4521,52.1454,,
GB,0.0473282,51.4634,,
VC,-61.229,13.0161,,
LU,6.33835,49.6474,,
MD,29.4396,47.1194,,
LV,21.2507,56.4778,,
BY,25.0839,53.4855,,
NL,6.73067,53.279,,
LC,-60.9446,14.0664,,
IT,11.2046,42.8194,,
SI,14.6714,45.9421,,
ES,-2.53087,40.8422,,
SB,160.209,-9.61695,,
FR,-61.6822,16.1881,,
CO,-68.8925,2.70535,,
PY,-56.1486,-25.8137,,
GU,144.789,13.4733,,
CR,-85.3552,10.3333,,
MX,-100.904,20.8141,,
CN,113.72,23.7924,,
CN,108.756,23.7451,,
CU,-74.8112,20.2358,,
,-75.1964,19.9347,,
PT,-7.31624,40.2918,,
VE,-66.4794,8.7237,,
GT,-90.4872,14.6006,,
CO,-71.8348,1.85144,,
EC,-79.8608,-1.98384,,
MT,14.5019,35.8447,,
GN,-10.2232,8.70329,,
DZ,7.46291,36.4381,,
MA,-10.0502,28.1581,,
TD,18.0946,11.3122,,
MX,-100.091,17.7608,,
MR,-12.1235,15.3352,,
PH,122.61,10.5577,,
CN,106.559,26.8033,,
IN,71.3013,22.7501,,
LV,26.5803,57.1723,,
PG,144.812,-7.21915,,
UG,32.463,2.87081,,
TR,39.3544,40.2812,,
JP,139.025,36.5592,,
GE,42.1824,41.9634,,
FR,-53.1324,3.85831,,
KR,126.929,35.1989,,
GB,-3.92029,52.8484,,
KR,127.205,37.2562,,
HU,17.6657,47.6621,,
HU,17.1682,47.7217,,
MT,14.4908,35.9025,,
BT,89.1233,27.3711,,
TO,-174.317,-19.757,,
VN,104.965,22.7655,,
SA,41.7076,27.2652,,
VN,105.985,20.5569,,
VN,105.872,21.1306,,
VN,105.799,18.3563,,
MV,72.9797,7.02774,,
MV,73.0473,6.62205,,
GB,-0.0523427,51.5523,,
IL,34.8419,30.935,,
TD,15.8235,12.7695,,
YE,48.9133,16.3779,,
VN,106.364,20.9613,,
VN,106.635,20.79,,
IL,34.9727,32.5523,,
CN,109.825,19.1865,,
BE,3.88925,50.521,,
SI,15.8358,46.4161,,
HU,21.3746,47.2906,,
AZ,48.8984,40.1106,,
YE,43.1804,16.1813,,
TR,44.0804,37.6097,,
SE,12.8007,56.9745,,
GB,-3.05638,53.3686,,
GB,-2.68727,53.331,,
IR,48.5738,34.8342,,
SY,37.22,35.2352,,
LK,81.1619,6.2704,,
DE,10.0344,53.559,,
IL,34.8491,31.9068,,
KP,129.417,41.8666,,
KP,127.922,40.234,,
BM,-64.7197,32.3454,,
,19.753,60.1906,,
GB,-0.20785,51.4894,,
GB,-1.23817,51.1286,,
MT,14.4868,35.8818,,
JM,-78.1337,18.3953,,
ZW,31.0506,-17.8928,,
ET,42.1676,9.29063,,
BS,-76.7641,25.5443,,
NA,17.2167,-24.5108,,
RO,25.5853,46.6393,,
GB,-0.0963323,51.5834,,
EE,25.1734,59.3206,,
GB,-0.333295,51.5894,,
GB,-1.27662,54.6625,,
IN,76.271,29.1003,,
SY,40.9092,36.3536,,
BG,25.8816,41.8489,,
TR,36.2284,36.4876,,
DO,-69.403,18.981,,
PW,131.794,2.96318,,
VN,105.663,9.84353,,
CF,25.851,6.15735,,
GA,13.6198,-1.13187,,
CI,-6.50859,7.01394,,
FR,9.2309,42.3996,,
FR,1.41673,43.5457,,
CF,22.8492,7.48168,,
FR,3.72362,45.1254,,
FR,5.24076,48.1552,,
FR,7.25359,47.886,,
FR,6.16722,47.6973,,
FR,6.51823,46.0502,,
FR,1.21857,45.8465,,
MG,46.5733,-21.4423,,
FR,6.37648,44.6732,,
FR,0.13923,43.0599,,
FR,2.19706,48.8557,,
GB,0.24211,51.5634,,
US,-157.999,21.4919,,
KW,48.0306,29.3243,,
NZ,176.605,-39.5434,,
IL,35.4202,32.8235,,
CN,115.314,38.5205,,
NO,11.2721,61.5285,,
CN,127.97,46.8451,,
CN,113.484,33.9055,,
MN,110.542,47.7116,,
FR,3.27316,43.5524,,
ME,18.6027,42.4041,,
CR,-83.9527,10.4626,,
GB,-2.73691,52.0807,,
DO,-70.352,19.403,,
PA,-80.6613,7.85632,,
GB,-0.26543,51.8113,,
BA,17.8878,43.3226,,
DE,8.95873,50.6098,,
HU,20.1774,47.8614,,
SZ,31.322,-26.0265,,
MX,-98.9221,20.5354,,
GB,-4.81247,57.4123,,
SO,45.4984,4.36813,,
EE,22.5428,58.8594,,
GB,-0.4325,51.5338,,
AF,63.9824,30.9278,,
IN,77.2875,31.6755,,
MD,28.416,46.8298,,
AF,62.4845,34.1551,,
JP,132.853,34.6067,,
VN,106.926,10.409,,
VN,105.34,20.7292,,
SI,15.6245,46.4943,,
MR,-7.19158,18.0225,,
MR,-9.69143,16.4832,,
HU,20.3919,46.3767,,
SI,16.3126,46.8202,,
IS,-21.536,64.2277,,
UG,31.0319,1.47115,,
JP,142.805,43.37,,
CU,-76.1892,20.808,,
SY,38.1425,34.1503,,
BS,-76.9664,26.5321,,
NO,6.89657,60.1134,,
SI,14.2917,46.0249,,
IR,56.2505,27.6455,,
LA,104.039,20.3729,,
BF,-4.18998,11.3355,,
GB,-0.339069,51.473,,
MN,92.4584,46.8037,,
DK,12.3198,55.8486,,
MN,99.8205,50.1456,,
UM,-176.638,0.80217,,
SI,15.1268,46.1289,,
SI,13.9929,45.5679,,
TW,121.163,24.6748,,
TW,120.959,24.7757,,
TW,121.381,23.7743,,
AO,15.6947,-12.5587,,
PE,-75.0416,-13.0523,,
PE,-75.9161,-9.59203,,
CN,112.264,30.9857,,
GT,-91.5504,15.6369,,
ES,-6.90248,37.6217,,
ES,-0.0128081,42.1863,,
AO,14.9844,-14.7348,,
CO,-75.5471,2.65469,,
CN,111.712,27.6667,,
RO,22.9774,45.7435,,
KP,126.297,38.5962,,
KP,125.279,37.7337,,
JP,134.837,35.063,,
RO,27.1899,44.6345,,
MD,28.7874,46.8905,,
RO,27.3031,47.2053,,
UG,30.4693,-0.0750772,,
JP,140.257,36.2773,,
YE,44.2012,14.0543,,
PE,-75.6773,-14.2257,,
EE,27.4446,59.1333,,
US,-114.133,43.7825,,
SY,36.6829,35.8528,,
SI,13.9955,45.9922,,
LV,24.2055,56.6132,,
PH,121.214,16.8291,,
SI,14.5158,45.9398,,
UG,33.5689,0.699847,,
TR,44.0317,39.811,,
MG,46.2128,-22.4083,,
NR,166.951,-0.504534,,
MT,14.4549,35.9054,,
LV,24.5695,56.8545,,
IR,46.8116,33.2369,,
TF,42.7449,-17.0638,,
NC,167.976,-21.5326,,
TF,77.5353,-37.861,,
RO,26.2137,44.6465,,
PH,124.396,8.26296,,
MK,21.6093,41.9758,,
SI,14.2891,45.5678,,
FR,-1.65623,48.1428,,
US,-89.1991,39.946,,
DZ,8.7628,26.8506,,
PH,120.71,18.1995,,
PH,120.604,16.9849,,
PH,122.59,10.9681,,
PH,122.541,10.7447,,
LV,26.1768,55.9997,,
EC,-78.4124,0.55271,,
GE,42.9894,42.093,,
AZ,48.0606,39.9121,,
NG,7.01557,5.55004,,
IT,7.81935,44.011,,
MT,14.4049,35.8869,,
BS,-73.3607,21.06,,
KR,126.507,37.4983,,
MR,-15.345,20.0734,,
LV,24.635,57.0998,,
DO,-71.6057,18.3759,,
US,-86.1396,39.8874,,
FR,1.61636,46.8003,,
FR,0.713649,47.2903,,
RU,44.8468,43.3661,,
MZ,35.4619,-21.6677,,
CN,111.623,41.5938,,
HN,-88.1754,14.3981,,
GB,-4.73843,55.8983,,
BF,-2.96967,11.0116,,
GR,20.5554,38.2419,,
US,-93.3891,42.0423,,
GR,20.6925,39.6365,,
JO,35.8195,32.5559,,
ID,132.825,-1.32525,,
TZ,35.5453,-7.83931,,
RU,105.966,56.8255,,
SB,159.619,-8.44695,,
PH,121.932,17.0036,,
PH,122.031,6.69467,,
FR,5.4175,45.2478,,
IT,14.2393,41.645,,
JP,136.677,36.5654,,
UG,30.8706,-0.848191,,
CU,-82.8148,21.6754,,
AI,-63.0028,18.2705,,
HK,113.954,22.2597,,
HN,-86.9319,16.1048,,
IM,-4.53251,54.2274,,
GB,-1.31588,50.6808,,
GB,-0.0980376,51.5396,,
AZ,48.1125,40.7896,,
TR,30.818,37.8923,,
TR,28.8463,41.1285,,
HR,13.8682,45.1248,,
,20.4919,42.7655,,
PY,-55.6773,-26.8545,,
MG,46.7662,-18.9938,,
SI,14.8211,45.9017,,
UA,24.6363,48.665,,
RU,41.6244,57.1213,,
JP,141.364,39.5715,,
GT,-88.9414,15.5246,,
TR,27.3977,38.2426,,
SI,13.643,45.5153,,
RS,21.9611,42.964,,
ES,-3.43703,37.9829,,
ID,106.837,-6.22462,,
KG,72.4506,41.5886,,
GT,-89.9727,14.6255,,
MX,-103.602,20.3026,,
ID,102.823,-1.65497,,
IN,76.6395,33.9658,,
SE,14.4806,63.3306,,
NP,85.9718,27.179,,
EG,33.7687,28.925,,
JO,35.856,32.2186,,
EE,25.6829,58.9729,,
UM,-160.018,-0.380268,,
HU,20.5204,47.2052,,
LV,25.3016,56.5109,,
LV,26.0091,57.1448,,
LV,22.9132,56.7686,,
ID,107.638,-6.90763,,
ID,109.896,-7.2901,,
ID,112.616,-7.88129,,
AF,65.9617,36.8971,,
MK,21.129,42.0311,,
KR,126.557,33.3741,,
LV,25.8619,56.5068,,
LV,25.9607,56.3227,,
LV,23.6461,56.4939,,
LV,23.7011,56.6457,,
TN,8.62064,36.6155,,
JE,-2.12454,49.2298,,
IL,35.0176,31.7397,,
AU,150.692,-35.1532,,
SI,14.0702,46.4477,,
SI,14.4871,46.3897,,
IN,85.0584,23.5221,,
CN,119.942,32.9844,,
CN,116.017,27.6397,,
NG,9.36225,12.0714,,
CZ,14.5598,49.0726,,
CZ,16.7484,49.1054,,
DZ,5.95292,36.7106,,
CN,126.466,43.2978,,
UG,33.3074,0.492867,,
NI,-85.5417,13.6975,,
SA,42.726,17.3028,,
UZ,67.6556,40.3905,,
EE,26.5975,58.7313,,
UM,-169.538,16.7273,,
MY,103.412,2.00649,,
,19.8953,60.1395,,
SE,14.424,57.5478,,
SO,42.4706,1.55342,,
SO,41.8088,0.0078977,,
AR,-65.7054,-23.1764,,
,32.5795,7.2461,,
PE,-74.9642,-11.3744,,
CH,7.19817,47.3636,,
FR,5.72845,46.732,,
LV,23.7352,56.9608,,
SI,15.9822,46.4841,,
GT,-89.8946,14.2384,,
RS,19.647,45.3888,,
RS,20.9652,45.0065,,
BW,24.7253,-24.5774,,
TR,37.0013,37.9278,,
UG,34.0364,3.70606,,
MV,73.6135,4.35708,,
UG,30.0088,-1.23122,,
RU,43.3982,43.3757,,
UG,30.2731,0.596926,,
UG,33.2,1.66885,,
AF,69.3846,34.4949,,
,21.2405,42.198,,
MM,97.2978,25.7926,,
BF,-1.4662,12.3267,,
NG,7.43906,10.3294,,
LK,80.3478,7.08797,,
SN,-15.2014,14.2364,,
EG,30.853,31.2075,,
JP,134.001,34.2162,,
TZ,31.2578,-1.77904,,
JP,129.601,29.4572,,
FI,28.441,64.5496,,
TN,9.78892,35.6154,,
GE,45.8579,41.6527,,
UG,32.2457,-0.355954,,
TH,103.679,16.6224,,
ID,111.304,-0.0636474,,
ID,115.451,-3.00713,,
ID,113.286,-1.84217,,
ID,116.354,1.28915,,
PH,121.322,17.4884,,
RU,21.2287,54.6636,,
UG,33.4858,1.05681,,
MT,14.5351,35.8871,,
SE,16.0875,57.2764,,
RU,45.4681,46.5191,,
RU,35.3416,54.2421,,
UG,31.8386,-0.15779,,
LK,80.1374,6.58989,,
RU,160.187,56.5325,,
SI,14.733,46.2285,,
UG,32.6048,0.360019,,
TH,99.5098,16.4009,,
KH,105.629,12.1206,,
KH,104.548,12.1624,,
KH,104.282,11.5221,,
KH,104.972,12.6883,,
KH,104.328,10.8503,,
UG,33.1226,0.888959,,
UG,30.5053,0.212247,,
JP,139.344,35.4378,,
SI,13.6455,46.1084,,
TH,99.2969,14.3317,,
AF,65.7163,31.135,,
KH,104.973,11.5453,,
LV,22.6964,56.9403,,
TD,15.8001,15.2641,,
AZ,45.1447,39.4039,,
KP,127.521,38.7273,,
GN,-9.12624,10.1319,,
NG,8.54146,11.7323,,
US,-98.3309,38.5,,
UG,29.7256,-0.835254,,
KH,103.466,11.5609,,
TW,120.609,23.0157,,
SN,-15.9845,13.8846,,
UG,34.4652,1.35008,,
AF,69.6626,34.9748,,
HU,17.7984,46.356,,
TG,0.821351,9.58879,,
TR,32.5067,41.2347,,
RU,41.6866,43.7073,,
JO,35.7693,31.1753,,
